dsc_titulo_chamada;dsc_status;carta_txt_num_protocolo;carta_dsc_modalidade;carta_txt_sigla_uf;carta_txt_municipio;carta_dsc_agente_financeiro;carta_nome_proponente;carta_tipo_proponente;carta_txt_nome_empreendimento;carta_vlr_contrapartida;carta_vlr_emprestimo;carta_vlr_investimento
Avançar Cidades Saneamento 2018/2019;Arquivada;00001796.2.0106/2018;Esgotamento Sanitário;SC;Itajaí;Caixa Econômica Federal;SERVIÇO MUNICIPAL DE ÁGUA, SANEAMENTO BÁSICO E INFRAESTRUTURA DE ITAJAÍ;Companhia/Empresa de Saneamento;SES - sistema de esgotamento sanitário Barra do Rio Ressacada;14.835.262,56;59.340.766,00;74.176.028,56
Avançar Cidades Saneamento 2018/2019;Arquivada;00001685.1.2905/2018;Abastecimento de Água;SP;São Paulo;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Execução de obras para recuperação de trecho da adutora ø1100mm em concreto por método não destrutivo (CIPP) – Adutora Barão de Capanema – 1ª Etapa e interligações em PEAD também por método não destrutivo – UGR Santo Amaro – U.N. SUL - MS;1.750.000,00;33.250.000,00;35.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001652.2.2805/2018;Esgotamento Sanitário;SP;Guarulhos;Caixa Econômica Federal;Prefeitura Municipal de Guarulhos;Prefeitura Municipal;Estação de Tratamento de Esgoto Fortaleza, coletor tronco, linha de recalque e Estação Elevatória de Esgotos, Sistema Fortaleza;1.391.871,81;26.445.562,83;27.837.434,64
Avançar Cidades Saneamento 2018/2019;Arquivada;00001927.2.1506/2018;Esgotamento Sanitário;MG;Boa Esperança;Caixa Econômica Federal;Prefeitura Municipal de Boa Esperança;Prefeitura Municipal;Contrução de Emissário de Esgoto Sanitário;509.200,68;7.977.477,37;8.486.678,05
Avançar Cidades Saneamento 2018/2019;Arquivada;00001779.5.3005/2018;Manejo de Águas Pluviais;SP;São José dos Campos;Caixa Econômica Federal;Prefeitura de São José dos Campos;Prefeitura Municipal;CONSTRUÇÃO DE BARRAMENTO (RESERVATÓRIO DE DETENÇÃO) LOCALIZADO NA ESTRADA DO CAPUAVA - SÃO JOSÉ DOS CAMPOS - SP;726.399,86;13.801.597,29;14.527.997,15
Avançar Cidades Saneamento 2018/2019;Arquivada;00001845.A.0106/2018;Redução e Controle de Perdas;SC;Itajaí;Caixa Econômica Federal;SERVIÇO MUNICIPAL DE ÁGUA, SANEAMENTO BÁSICO E INFRAESTRUTURA DE ITAJAÍ;Companhia/Empresa de Saneamento;IMPLANTAÇÃO DO SISTEMA DE REDUÇÃO DE PERDAS ;8.013.312,00;31.853.248,00;39.866.560,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001726.A.1806/2018;Redução e Controle de Perdas;AL;Coruripe;Caixa Econômica Federal;Departamento de Água e Esgoto Sanitário de Coruripe;Companhia/Empresa de Saneamento;Implantação da Setorização e dos Distritos de Medição e Controle (DMC's), visando o Controle e Redução de Perdas do Sistema de Abastecimento de Água da Sede do Município de Coruripe/AL ;184.250,00;3.175.000,00;3.359.250,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001449.2.2905/2018;Esgotamento Sanitário;RS;Vacaria;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Implantação da ETE Monte Claro com vazão de 20 L/s para interligar o bairro e o Parque de Rodeios. Também a finalização do emissário por recalque da EBE final do Parque. ;273.395,13;5.194.507,17;5.467.902,30
Avançar Cidades Saneamento 2018/2019;Arquivada;00001838.9.0106/2018;Estudos e Projetos;GO;Goiânia;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Estudos de concepção para Sistemas de Abastecimento de Água (SAA) em diversos municípios do Estado de Goiás;1.780.000,00;33.820.000,00;35.600.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001453.2.2505/2018;Esgotamento Sanitário;SP;Caiabu;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Ampliação do Sistema de Afastamento e Tratamento de Esgoto para Município de Caiabu;154.332,54;2.932.318,23;3.086.650,77
Avançar Cidades Saneamento 2018/2019;Arquivada;00001463.1.3005/2018;Abastecimento de Água;RS;Planalto;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Reforma da EAB, AAB, AAT;1.065.384,62;9.588.461,54;10.653.846,16
Avançar Cidades Saneamento 2018/2019;Arquivada;00001947.6.1506/2018;Manejo de Resíduos Sólidos;PR;Ortigueira;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE ORTIGUEIRA;Prefeitura Municipal;UNIDADE DE TRATAMENTO DE RESÍDUOS SÓLIDOS;24.000,00;236.000,00;260.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001936.1.1806/2018;Abastecimento de Água;RS;Serafina Corrêa;Caixa Econômica Federal;Prefeitura Municipal de Serafina Corrêa;Prefeitura Municipal;Rede de Abastecimento de água Loteamento Popular Fátima;21.309,54;404.881,15;426.190,69
Avançar Cidades Saneamento 2018/2019;Arquivada;00001553.1.1505/2018;Abastecimento de Água;RO;Porto Velho;Caixa Econômica Federal;Governo do Estado de Rondônia;Governo Estadual/Distrital;Ampliação e Melhoria do Sistema de Abastecimento de Água dos Distritos de Calama, Demarcação, Fortaleza do Abunã, Nazaré e São Carlos;458.628,52;8.713.937,94;9.172.566,46
Avançar Cidades Saneamento 2018/2019;Arquivada;00001780.A.3005/2018;Redução e Controle de Perdas;SC;Florianópolis;Caixa Econômica Federal;COMPANHIA CATARINENSE DE ÁGUAS E SANEAMENTO;Companhia/Empresa de Saneamento;Gestão de perdas de água no Sistema Costa Sul Leste em Florianópolis - SC;606.985,70;10.142.728,30;10.749.714,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001883.1.1206/2018;Abastecimento de Água;MG;Ouro Fino;Caixa Econômica Federal;Prefeitura Municipal de Ouro Fino;Prefeitura Municipal;CONSTRUÇÃO DE ESTAÇÃO DE TRATAMENTO DE AGUA E RESERVATÓRIOS;135.500,00;2.560.000,00;2.695.500,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001869.9.1106/2018;Estudos e Projetos;CE;Baturité;BNDES;Associação Pública do Municípios do Maciço de Baturité Para o Seaneamento Ambiental ;Companhia/Empresa de Saneamento;ESTUDO PARA ELABORAÇÃO DE PLANEJAMENTO ESTRATÉGICO PARA MANEJO DE RESÍDUOS SÓLIDOS;705.000,00;2.100.000,00;2.805.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001946.1.1506/2018;Abastecimento de Água;MG;Itabirito;Banco do Brasil;Prefeitura Municipal de Itabirito;Prefeitura Municipal;Captação de água, Estação de Tratamento de Água e adutoras - SISTEMA PORTÕES;1.235.897,39;23.482.050,30;24.717.947,69
Avançar Cidades Saneamento 2018/2019;Arquivada;00001534.1.0406/2018;Abastecimento de Água;SP;Patrocínio Paulista;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE PATROCÍNIO PAULISTA;Prefeitura Municipal;TROCA DA REDE DE DISTRIBUIÇÃO DE ÁGUA DA REGIÃO CENTRAL;137.000,00;2.545.795,83;2.682.795,83
Avançar Cidades Saneamento 2018/2019;Arquivada;00001870.6.1106/2018;Manejo de Resíduos Sólidos;CE;Baturité;BNDES;Associação Pública do Municípios do Maciço de Baturité Para o Seaneamento Ambiental ;Companhia/Empresa de Saneamento;CONSTRUÇÃO DE ECOPONTOS PARA SELEÇÃO, TRATAMENTO E SEPARAÇÃO DE RESÍDUOS SÓLIDOS;7.041.840,00;12.681.876,00;19.723.716,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001563.A.1806/2018;Redução e Controle de Perdas;CE;Fortaleza;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Instalação de Distritos de Medição e Controle (DMCs ) na Região Metropolitana de Fortaleza (RMF);1.668.413,89;31.699.863,77;33.368.277,66
Avançar Cidades Saneamento 2018/2019;Arquivada;00001724.2.3005/2018;Esgotamento Sanitário;MG;Ouro Preto;Caixa Econômica Federal;Prefeitura Municipal de Ouro OPreto;Prefeitura Municipal;Implantação de Sistema de Esgotamento Sanitário na cidade de Ouro Preto;1.839.041,32;28.187.336,50;30.026.377,82
Avançar Cidades Saneamento 2018/2019;Arquivada;00001953.2.1806/2018;Esgotamento Sanitário;SP;Catanduva;Caixa Econômica Federal;Superintendência de água e esgoto -;Companhia/Empresa de Saneamento;Projeto e construção de ESTAÇÃO DE TRATAMENTO DE LODO DE ETE existente;871.948,03;8.719.480,32;9.591.428,35
Avançar Cidades Saneamento 2018/2019;Arquivada;00001775.1.3105/2018;Abastecimento de Água;SP;Ituverava;Caixa Econômica Federal;SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE ITUVERAVA;Companhia/Empresa de Saneamento;Racionalização e Otimização do Sistema Produtor de Água de Ituverava;220.190,45;4.183.618,36;4.403.808,81
Avançar Cidades Saneamento 2018/2019;Arquivada;00001448.2.3005/2018;Esgotamento Sanitário;SP;Assis;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Readequação do Sistema de Afastamento de Esgotos do Município de Assis.;320.253,00;6.084.806,93;6.405.059,93
Avançar Cidades Saneamento 2018/2019;Arquivada;00001774.5.0106/2018;Manejo de Águas Pluviais;RS;Porto Alegre;BRDE;Municipio de Porto Alegre ;Prefeitura Municipal;Execução das obras previstas pelo Plano Diretor de Drenagem Urbana da bacia hidrográfica do Arroio Manecão;5.000.000,00;95.000.000,00;100.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001752.6.3005/2018;Manejo de Resíduos Sólidos;ES;Vitória;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE VITÓRIA;Prefeitura Municipal;Centro de Referência em Triagem de Vitória;1.505.277,13;24.656.213,88;26.161.491,01
Avançar Cidades Saneamento 2018/2019;Arquivada;00001619.B.2305/2018;Plano de Saneamento Básico;MG;Caetanópolis;Banco do Brasil;Prefeitura Municipal de Caetanópolis;Prefeitura Municipal;Elaboração do Plano Municipal de Saneamento Básico do município de Caetanópolis;17.750,00;300.000,00;317.750,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001723.2.3005/2018;Esgotamento Sanitário;SP;Cajamar;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Obras de Coleta e Afastamento de Esgoto - SES Jordanésia - CAJAMAR;1.303.500,00;24.766.500,00;26.070.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001511.5.0106/2018;Manejo de Águas Pluviais;CE;Fortaleza;BNDES;PREFEITURA MUNICIPAL DE FORTALEZA;Prefeitura Municipal;Obras de saneamento básico na cidade de Fortaleza/Ce.;4.419.319,77;83.967.075,58;88.386.395,35
Avançar Cidades Saneamento 2018/2019;Arquivada;00001688.1.3005/2018;Abastecimento de Água;SP;Águas de Lindóia;Banco do Brasil;PREFEITURA MUNICIPAL DE ÁGUAS DE LINDÓIA;Prefeitura Municipal;AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA DO MUNICÍPIO DE ÁGUAS DE LINDÓIA/SP - ADUÇÃO, TRATAMENTO E RESERVAÇÃO.;575.000,00;10.925.000,00;11.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001810.A.0106/2018;Redução e Controle de Perdas;SP;São Joaquim da Barra;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE SÃO JOAQUIM DA BARRA - SP;Prefeitura Municipal;ESTUDOS DE PERDAS - OBRAS E SERVIÇOS;1.903.171,91;36.160.265,04;38.063.436,95
Avançar Cidades Saneamento 2018/2019;Arquivada;00001853.6.0706/2018;Manejo de Resíduos Sólidos;MG;João Pinheiro;Banco do Brasil;MUNICÍPIO DE JOÃO PINHEIRO;Prefeitura Municipal;Implantação de aterro sanitário;160.000,00;2.955.000,00;3.115.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001858.5.0706/2018;Manejo de Águas Pluviais;MG;João Pinheiro;Banco do Brasil;MUNICÍPIO DE JOÃO PINHEIRO;Prefeitura Municipal;Implantação de Avenida Sanitária e Galerias Pluviais;370.000,00;7.022.000,00;7.392.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001978.A.1806/2018;Redução e Controle de Perdas;MG;Itabirito;Banco do Brasil;Prefeitura Municipal de Itabirito;Prefeitura Municipal;ANTE PROJETO  PARA A ELABORAÇÃO E EXECUÇÃO DO PLANO DIRETOR DE COMBATE ÀS PERDAS  DE ÁGUA NO SISTEMA DE ABASTECIMENTO PÚBLICO DO MUNICÍPIO DE ITABIRITO - MG;72.346,63;1.374.585,97;1.446.932,60
Avançar Cidades Saneamento 2018/2019;Arquivada;00001944.6.1506/2018;Manejo de Resíduos Sólidos;PR;Ortigueira;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE ORTIGUEIRA;Prefeitura Municipal;CAMINHÃO COMPACTADOR;20.000,00;280.000,00;300.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001730.1.3005/2018;Abastecimento de Água;SP;Cajamar;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Ampliação do sistema de abastecimento de água do Município de Cajamar;2.856.000,00;53.144.000,00;56.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00002004.2.1806/2018;Esgotamento Sanitário;SP;Bebedouro;Caixa Econômica Federal;Prefeitura Municipal de Bebedouro;Prefeitura Municipal;TROCA DA TUBULAÇÃO DE AFASTAMENTO DE ESGOTO SANITÁRIO;105.527,24;1.653.260,15;1.758.787,39
Avançar Cidades Saneamento 2018/2019;Arquivada;00001788.1.3005/2018;Abastecimento de Água;SP;Franco da Rocha;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Execução de obras ampliação do Reservatório Franco da Rocha ( de 5.000 m3);357.000,00;6.643.000,00;7.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001478.5.0905/2018;Manejo de Águas Pluviais;BA;Alagoinhas;Caixa Econômica Federal;Prefeitura Municipal de Alagoinhas ;Prefeitura Municipal;Macrodrenagem da Quintino Bocaiuva;474.420,87;8.942.996,49;9.417.417,36
Avançar Cidades Saneamento 2018/2019;Arquivada;00002010.1.1806/2018;Abastecimento de Água;SP;Bebedouro;Caixa Econômica Federal;Prefeitura Municipal de Bebedouro;Prefeitura Municipal;PERFURAÇÃO DE POÇO PROFUNDO NO RESIDENCIAL PEDRO PASCHOAL;562.200,00;8.807.800,00;9.370.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001822.1.1806/2018;Abastecimento de Água;PE;Salgueiro;Caixa Econômica Federal;GOVERNO DO ESTADO DE PERNAMBUCO;Governo Estadual/Distrital;Melhoria e Ampliação do SAA Salgueiro;1.850.000,00;35.150.000,00;37.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001871.6.1306/2018;Manejo de Resíduos Sólidos;CE;Capistrano;BNDES;Associação Pública do Municípios do Maciço de Baturité Para o Seaneamento Ambiental ;Companhia/Empresa de Saneamento;CONSTRUÇÃO, OPERAÇÃO, MANUTENÇÃO E EXPLORAÇÃO COMERCIAL DE UMA USINA DE RECICLAGEM;9.325.000,00;25.750.000,00;35.075.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00002012.2.1806/2018;Esgotamento Sanitário;PE;Triunfo;Caixa Econômica Federal;GOVERNO DO ESTADO DE PERNAMBUCO;Governo Estadual/Distrital;Ampliação do Sistema de Esgotamento Sanitário da Cidade de Triunfo-PE;1.070.000,00;20.330.000,00;21.400.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001390.1.0205/2018;Abastecimento de Água;RO;Guajará-Mirim;Caixa Econômica Federal;Governo do Estado de Rondônia;Governo Estadual/Distrital;Ampliação e Melhoria do Sistema de Abastecimento de Água da cidade de Guajará-Mirim;1.357.619,66;25.794.773,34;27.152.393,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001807.1.3105/2018;Abastecimento de Água;SP;Mairiporã;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Projeto Executivo e Execução das obras de implantação do Centro de Reservação Capuavinha contemplando dois reservatórios de 1.500m³ e urbanização;280.500,00;5.219.500,00;5.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001815.9.3105/2018;Estudos e Projetos;SP;Franco da Rocha;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Projeto de Setorização do Abastecimento do Município de Franco da Rocha;75.000,00;1.425.000,00;1.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001821.9.3105/2018;Estudos e Projetos;SP;Bragança Paulista;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Projeto de Setorização do Abastecimento do Município de Bragança Paulista;75.000,00;1.425.000,00;1.500.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001712.2.3005/2018;Esgotamento Sanitário;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;ETE Centro-simões Lopes;711.552,50;12.870.286,36;13.581.838,86
Avançar Cidades Saneamento 2018/2019;Arquivada;00001827.9.3105/2018;Estudos e Projetos;SP;Piracaia;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Projeto de Setorização do Abastecimento do Município de Piracaia;50.000,00;950.000,00;1.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001831.9.3105/2018;Estudos e Projetos;SP;Vargem;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Projeto de Setorização do Abastecimento do Município de Vargem;50.000,00;950.000,00;1.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001806.2.1806/2018;Esgotamento Sanitário;PE;Ipojuca;Caixa Econômica Federal;GOVERNO DO ESTADO DE PERNAMBUCO;Governo Estadual/Distrital;Implantação do SES Porto de Galinhas, contemplando o funcionamento das unidades inicialmente construídas.;900.000,00;17.100.000,00;18.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001487.A.2305/2018;Redução e Controle de Perdas;SP;Guaratinguetá;Caixa Econômica Federal;Companhia de Serviço de Água, Esgoto e Resíduos de Guaratinguetá;Companhia/Empresa de Saneamento;Programa de Controle e Redução de Perdas no Sistema de Tratamento, Reservação e Distribuição de Água do município de Guaratinguetá;267.750,00;5.087.250,00;5.355.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001570.2.0106/2018;Esgotamento Sanitário;RS;São Francisco de Paula;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Rede nas bacias 4 e 6, 02 elevatórias e 01 ETE;2.013.159,91;18.118.438,95;20.131.598,86
Avançar Cidades Saneamento 2018/2019;Arquivada;00001503.1.0305/2018;Abastecimento de Água;RO;Porto Velho;Caixa Econômica Federal;Governo do Estado de Rondônia;Governo Estadual/Distrital;Ampliação e Melhorias no Sistema de Abastecimento de Água do Distrito de Abunã no município de Porto Velho.;212.514,80;2.548.717,32;2.761.232,12
Avançar Cidades Saneamento 2018/2019;Arquivada;00001509.1.2105/2018;Abastecimento de Água;GO;Pires do Rio;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água (SAA) do Município de Pires do Rio - GO;3.645.567,52;32.810.107,76;36.455.675,28
Avançar Cidades Saneamento 2018/2019;Arquivada;00001617.2.3005/2018;Esgotamento Sanitário;GO;Itapaci;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário - SES de Itapaci - GO;1.828.845,81;34.748.063,12;36.576.908,93
Avançar Cidades Saneamento 2018/2019;Arquivada;00001519.9.3005/2018;Estudos e Projetos;GO;Goiânia;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Estudos de concepção para Sistemas de Abastecimento de Água (SAA) em diversos municípios do Estado de Goiás;389.272,20;3.503.449,79;3.892.721,99
Avançar Cidades Saneamento 2018/2019;Arquivada;00001430.2.3005/2018;Esgotamento Sanitário;RS;Arroio Grande;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Interceptores para interligação da rede existente, com 02 elevatórias e 01 ETE padrão de 20 L/s ;616.853,71;11.720.220,15;12.337.073,86
Avançar Cidades Saneamento 2018/2019;Arquivada;00001679.1.3005/2018;Abastecimento de Água;GO;Goiânia;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água - SAA do Município de Goiânia - GO;5.909.075,28;112.272.430,25;118.181.505,53
Avançar Cidades Saneamento 2018/2019;Arquivada;00001647.9.3005/2018;Estudos e Projetos;MG;Pouso Alegre;Caixa Econômica Federal;Prefeitura Municipal de Pouso Alegre;Prefeitura Municipal;Estudos e Projetos para Manejo de Águas Pluviais;112.703,87;2.135.373,57;2.248.077,44
Avançar Cidades Saneamento 2018/2019;Arquivada;00001988.5.1806/2018;Manejo de Águas Pluviais;MG;Itabirito;Banco do Brasil;Prefeitura Municipal de Itabirito;Prefeitura Municipal;Melhoramento do Sistema de drenagem dos bairros Vila Gonçalo, Lourdes, Centro/Monte Sinai.;506.885,45;9.630.823,49;10.137.708,94
Avançar Cidades Saneamento 2018/2019;Arquivada;00001508.2.0705/2018;Esgotamento Sanitário;RO;Guajará-Mirim;Caixa Econômica Federal;Governo do Estado de Rondônia;Governo Estadual/Distrital;Obra de Ampliação e Melhorias do Sistema de Esgotamento Sanitário da cidade de Guajará-Mirim;5.187.236,76;98.035.248,14;103.222.484,90
Avançar Cidades Saneamento 2018/2019;Arquivada;00001569.2.0106/2018;Esgotamento Sanitário;RS;Cruz Alta;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Bacia Sul: rede coletora na Bacia Sul, com 02 elevatórias, com duplicação da ETE Ana Terra;2.956.865,24;26.611.787,03;29.568.652,27
Avançar Cidades Saneamento 2018/2019;Arquivada;00001756.5.3005/2018;Manejo de Águas Pluviais;MG;Pains;Caixa Econômica Federal;Município de Pains;Prefeitura Municipal;Manejo do sistema de drenagem urbana do córrego Dona Ziza;251.000,00;4.750.156,91;5.001.156,91
Avançar Cidades Saneamento 2018/2019;Arquivada;00001957.1.1806/2018;Abastecimento de Água;PR;Astorga;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do SAA de Astorga;250.000,00;4.750.000,00;5.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001518.2.0905/2018;Esgotamento Sanitário;RO;Colorado do Oeste;Caixa Econômica Federal;Governo do Estado de Rondônia;Governo Estadual/Distrital;Implantação do Sistema de Esgotamento Sanitário da cidade de Colorado do Oeste;3.769.300,31;71.594.426,11;75.363.726,42
Avançar Cidades Saneamento 2018/2019;Arquivada;00001526.1.0306/2018;Abastecimento de Água;SP;Itanhaém;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Ampliação da Estação de Tratamento de Água Mambu-Branco - Itanhaém;3.150.000,00;59.850.000,00;63.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001533.9.0606/2018;Estudos e Projetos;SP;São Paulo;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Melhorias do Sistema de Abastecimento de Água do Município de São Paulo - Projeto Básico e Executivo do Complexo Theodoro Ramos e Projeto Executivo do Setor Parelheiros;72.500,00;1.377.500,00;1.450.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001551.6.0106/2018;Manejo de Resíduos Sólidos;CE;Capistrano;BNDES;PREFEITURA MUNIICIPAL DE BATURITÉ;Prefeitura Municipal;CONSTRUÇÃO, OPERAÇÃO, MANUTENÇÃO E EXPLORAÇÃO COMERCIAL DE UMA USINA DE RECICLAGEM DE TRANSFORMAÇÃO DE RESÍDUOS SÓLIDOSI EM MATÉRIA PRIMA PARA OUTROS PRODUTOS;9.120.000,00;25.000.000,00;34.120.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001554.1.3005/2018;Abastecimento de Água;SP;Ferraz de Vasconcelos;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Setorização Ferraz de Vasconcelos ;1.439.018,20;27.145.835,78;28.584.853,98
Avançar Cidades Saneamento 2018/2019;Arquivada;00001559.2.3005/2018;Esgotamento Sanitário;SP;Itaquaquecetuba;BNDES;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Execução de Obras para o Sistema de Esgotamento Sanitário no município de Itaquaquecetuba;2.969.122,08;56.413.305,50;59.382.427,58
Avançar Cidades Saneamento 2018/2019;Arquivada;00001456.2.2505/2018;Esgotamento Sanitário;SP;Parapuã;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Ampliação do Sistema de Afastamento e Tratamento de Esgotos do Município de Parapuã.;383.405,65;7.284.707,00;7.668.112,65
Avançar Cidades Saneamento 2018/2019;Arquivada;00001458.2.2505/2018;Esgotamento Sanitário;SP;Presidente Prudente;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Ampliação da ETE Limoeiro no Município de Presidente Prudente.;1.392.119,44;26.450.269,35;27.842.388,79
Avançar Cidades Saneamento 2018/2019;Arquivada;00001427.2.2905/2018;Esgotamento Sanitário;RS;Imbé;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento; Implementação de mais um módulo de 64,7L/s ;493.445,06;9.375.456,04;9.868.901,10
Avançar Cidades Saneamento 2018/2019;Arquivada;00001586.2.0306/2018;Esgotamento Sanitário;SP;Itanhaém;BNDES;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Execução de sistema de esgotamento sanitário no município de Itanhaém - 2ª Etapa do Programa Onda Limpa;5.250.000,00;99.750.000,00;105.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001587.2.0306/2018;Esgotamento Sanitário;SP;São Vicente;BNDES;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Execução de sistema de esgotamento sanitário no município de São Vicente - 2ª Etapa do Programa Onda Limpa;5.260.500,00;99.949.500,00;105.210.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001974.1.1806/2018;Abastecimento de Água;PR;Santa Fé;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação SAA de Santa Fé / PR;200.000,00;3.800.000,00;4.000.000,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001573.6.2905/2018;Manejo de Resíduos Sólidos;SC;Grão Pará;BRDE;PREFEITURA MUNICIPAL DE GRÃO-PARÁ;Prefeitura Municipal;REFORMA E AMPLIAÇÃO DO CENTRO DE TRIAGEM DE RESÍDUOS SÓLIDOS E DA ESTRUTURA DE COLETA DE RESÍDUOS SÓLIDOS;26.750,00;495.000,00;521.750,00
Avançar Cidades Saneamento 2018/2019;Arquivada;00001596.2.0306/2018;Esgotamento Sanitário;SP;Mongaguá;BNDES;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Execução de sistema de esgotamento sanitário no município de Mongaguá - 2ª Etapa do Programa Onda Limpa;1.825.000,00;34.675.000,00;36.500.000,00
